geo_type,geo_name,geo_id,stateusps,pop_tot,HU_tot,HU_100year,Pop_100year,HU_anyyear,Pop_anyyear,PH_units_100year,PH_units_tot,sub_housing_units_100year,PH_units_anyyear,sub_housing_units_anyyear,shr_hu_fp_100,shr_hu_fp_any,shr_hu_renter_fp_100,shr_hu_renter_fp_any,shr_hu_owner_fp_100,shr_hu_owner_fp_any,shr_hu_renter_fp_100_tract,shr_hu_renter_fp_any_tract,shr_hu_owner_fp_100_tract,shr_hu_owner_fp_any_tract,shr_hu_renter_tract,shr_hu_owner_tract,shr_hu_built00s_fp_100,shr_hu_built00s_fp_any,shr_hu_built8099_fp_100,shr_hu_built8099_fp_any,shr_hu_built6079_fp_100,shr_hu_built6079_fp_any,shr_hu_builtpre60_fp_100,shr_hu_builtpre60_fp_any,shr_hu_built00s_tract,shr_hu_built8099_tract,shr_hu_built6079_tract,shr_hu_builtpre60_tract,shr_hu_1fam_fp_100,shr_hu_1fam_fp_any,shr_hu_2to4fam_fp_100,shr_hu_2to4fam_fp_any,shr_hu_5to19fam_fp_100,shr_hu_5to19fam_fp_any,shr_hu_20up_fp_100,shr_hu_20up_fp_any,shr_hu_other_fp_100,shr_hu_other_fp_any,shr_hu_1fam_tract,shr_hu_2to4fam_tract,shr_hu_5to19fam_tract,shr_hu_20up_tract,shr_hu_other_tract,shr_hu_1fam_100year_oftotal,shr_hu_1fam_anyyear_oftotal,shr_hu_2to4fam_100year_oftotal,shr_hu_2to4fam_anyyear_oftotal,shr_hu_5to19fam_100year_oftotal,shr_hu_5to19fam_anyyear_oftotal,shr_hu_20up_100year_oftotal,shr_hu_20up_anyyear_oftotal,shr_hu_other_100year_oftotal,shr_hu_other_anyyear_oftotal,shr_hu_pre60_fp_100_1fam,shr_hu_pre60_fp_any_1fam,shr_hu_pre60_fp_100_2to4fam,shr_hu_pre60_fp_any_2to4fam,shr_hu_pre60_fp_100_5to19fam,shr_hu_pre60_fp_any_5to19fam,shr_hu_pre60_fp_100_20up,shr_hu_pre60_fp_any_20up,shr_hu_pre60_fp_100_Other,shr_hu_pre60_fp_any_Other,shr_pop_asian_fp_100,shr_pop_asian_fp_any,shr_pop_black_fp_100,shr_pop_black_fp_any,shr_pop_hispanic_fp_100,shr_pop_hispanic_fp_any,shr_pop_white_fp_100,shr_pop_white_fp_any,shr_pop_asian_tract,shr_pop_black_tract,shr_pop_hispanic_tract,shr_pop_white_tract,shr_hu_under18_fp_100,shr_hu_under18_fp_any,shr_hu_65up_fp_100,shr_hu_65up_fp_any,shr_hu_under18_tract,shr_hu_65up_tract,shr_pop_poverty_fp_100,shr_pop_poverty_fp_any,shr_pop_poverty_tract,shr_hu_incless25_fp_100,shr_hu_incless25_fp_any,shr_hu_inc25to50_fp_100,shr_hu_inc25to50_fp_any,shr_hu_inc50to75_fp_100,shr_hu_inc50to75_fp_any,shr_hu_inc75up_fp_100,shr_hu_inc75up_fp_any,shr_hu_incless25_tract,shr_hu_inc25to50_tract,shr_hu_inc50to75_tract,shr_hu_inc75up_tract
Census Tract,48113016617,48113016617,TX,4779,1870,26.03510896,66.53571429,72.44552058,185.1428571,,,,,,0.013922518,0.03874092,0.396895787,0.396895787,0.603104213,0.603104213,0.013922518,0.03874092,0.013922518,0.03874092,0.396895787,0.603104213,0.152941177,0.152941177,0.327272727,0.327272727,0.506417112,0.506417112,0.013368984,0.013368984,0.152941177,0.327272727,0.506417112,0.013368984,0.700534759,0.700534759,0,0,0.202673797,0.202673797,0.096791444,0.096791444,0,0,0.700534759,0,0.202673797,0.096791444,0,0.013922518,0.03874092,,,0.013922518,0.03874092,0.013922518,0.03874092,,,0.68,0.68,0,0,0.32,0.32,0,0,0,0,0.015275162,0.015275162,0.637581084,0.637581084,0.111948106,0.111948106,0.209248797,0.209248797,0.015275162,0.637581084,0.111948106,0.209248797,0.373059867,0.373059867,0.27383592,0.27383592,0.373059867,0.27383592,0.137339987,0.137339987,0.137339987,0.292682927,0.292682927,0.23059867,0.23059867,0.161308204,0.161308204,0.3154102,0.3154102,0.292682927,0.23059867,0.161308204,0.3154102
Census Tract,48113016618,48113016618,TX,3515,1609,13.26827927,28.98570643,25.6520066,56.03903244,,,,,,0.008246289,0.015942826,0.606948229,0.606948229,0.393051771,0.393051771,0.008246289,0.015942826,0.008246289,0.015942826,0.606948229,0.393051771,0.267868241,0.267868241,0.3076445,0.3076445,0.353635799,0.353635799,0.070851461,0.070851461,0.267868241,0.3076445,0.353635799,0.070851461,0.512740833,0.512740833,0.044126787,0.044126787,0.212554382,0.212554382,0.230577999,0.230577999,0,0,0.512740833,0.044126787,0.212554382,0.230577999,0,0.008246289,0.015942826,0.008246289,0.015942826,0.008246289,0.015942826,0.008246289,0.015942826,,,0.789473684,0.789473684,0,0,0,0,0.210526316,0.210526316,0,0,0,0,0.666571835,0.666571835,0.189189189,0.189189189,0.13883357,0.13883357,0,0.666571835,0.189189189,0.13883357,0.326294278,0.326294278,0.279291553,0.279291553,0.326294278,0.279291553,0.125177809,0.125177809,0.125177809,0.30653951,0.30653951,0.296321526,0.296321526,0.140326976,0.140326976,0.256811989,0.256811989,0.30653951,0.296321526,0.140326976,0.256811989
Census Tract,48113016619,48113016619,TX,5381,2087,232.17875,598.63625,310.44125,800.42375,,,,,,0.11125,0.14875,0.210181452,0.210181452,0.789818548,0.789818548,0.11125,0.14875,0.11125,0.14875,0.210181452,0.789818548,0.077144226,0.077144226,0.586966938,0.586966938,0.335888836,0.335888836,0,0,0.077144226,0.586966938,0.335888836,0,0.972688069,0.972688069,0.011978917,0.011978917,0.015333014,0.015333014,0,0,0,0,0.972688069,0.011978917,0.015333014,0,0,0.11125,0.14875,0.11125,0.14875,0.11125,0.14875,,,,,,,,,,,,,,,0,0,0.647649136,0.647649136,0.094777922,0.094777922,0.243635012,0.243635012,0,0.647649136,0.094777922,0.243635012,0.347278226,0.347278226,0.303931452,0.303931452,0.347278226,0.303931452,0.115591897,0.115591897,0.115591897,0.178931452,0.178931452,0.185483871,0.185483871,0.121975807,0.121975807,0.513608871,0.513608871,0.178931452,0.185483871,0.121975807,0.513608871
Census Tract,48113016620,48113016620,TX,5144,2020,122.8378378,312.8108108,126.7374517,322.7413127,,,,,,0.060810811,0.062741313,0.362284355,0.362284355,0.637715645,0.637715645,0.060810811,0.062741313,0.060810811,0.062741313,0.362284355,0.637715645,0.287623762,0.287623762,0.532178218,0.532178218,0.168316832,0.168316832,0.011881188,0.011881188,0.287623762,0.532178218,0.168316832,0.011881188,0.694059406,0.694059406,0.003465347,0.003465347,0.034653465,0.034653465,0,0,0.267821782,0.267821782,0.694059406,0.003465347,0.034653465,0,0.267821782,0.060810811,0.062741313,0.060810811,0.062741313,0.060810811,0.062741313,,,0.060810811,0.062741313,1,1,0,0,0,0,0,0,0,0,0,0,0.633553655,0.633553655,0.208592535,0.208592535,0.131026439,0.131026439,0,0.633553655,0.208592535,0.131026439,0.497323022,0.497323022,0.117192148,0.117192148,0.497323022,0.117192148,0.190712443,0.190712443,0.190712443,0.192147531,0.192147531,0.299226651,0.299226651,0.221891731,0.221891731,0.286734087,0.286734087,0.192147531,0.299226651,0.221891731,0.286734087
Census Tract,48113016621,48113016621,TX,4251,1400,43.56846473,132.2925311,48.65145228,147.7266598,,,,,,0.031120332,0.034751037,0.393571429,0.393571429,0.606428571,0.606428571,0.031120332,0.034751037,0.031120332,0.034751037,0.393571429,0.606428571,0.443571429,0.443571429,0.435,0.435,0.086428571,0.086428571,0.035,0.035,0.443571429,0.435,0.086428571,0.035,0.886428571,0.886428571,0.065,0.065,0,0,0,0,0.048571429,0.048571429,0.886428571,0.065,0,0,0.048571429,0.031120332,0.034751037,0.031120332,0.034751037,,,,,0.031120332,0.034751037,1,1,0,0,0,0,0,0,0,0,0.004940014,0.004940014,0.780286991,0.780286991,0.029169607,0.029169607,0.174547165,0.174547165,0.004940014,0.780286991,0.029169607,0.174547165,0.560714286,0.560714286,0.130714286,0.130714286,0.560714286,0.130714286,0.073716439,0.073716439,0.073716439,0.162142857,0.162142857,0.177142857,0.177142857,0.353571429,0.353571429,0.307142857,0.307142857,0.162142857,0.177142857,0.353571429,0.307142857
Census Tract,48113016622,48113016622,TX,6145,2085,3.432098765,10.11522634,8.580246914,25.28806584,,,,,,0.001646091,0.004115226,0.216597077,0.216597077,0.783402923,0.783402923,0.001646091,0.004115226,0.001646091,0.004115226,0.216597077,0.783402923,0.667625899,0.667625899,0.261870504,0.261870504,0.058513189,0.058513189,0.011990408,0.011990408,0.667625899,0.261870504,0.058513189,0.011990408,0.899760192,0.899760192,0.005755396,0.005755396,0.003836931,0.003836931,0,0,0.090647482,0.090647482,0.899760192,0.005755396,0.003836931,0,0.090647482,0.001646091,0.004115226,0.001646091,0.004115226,0.001646091,0.004115226,,,0.001646091,0.004115226,1,1,0,0,0,0,0,0,0,0,0.01366965,0.01366965,0.601627339,0.601627339,0.269650122,0.269650122,0.107404394,0.107404394,0.01366965,0.601627339,0.269650122,0.107404394,0.535490605,0.535490605,0.121085595,0.121085595,0.535490605,0.121085595,0.08738812,0.08738812,0.08738812,0.108037578,0.108037578,0.209812109,0.209812109,0.215553236,0.215553236,0.466597077,0.466597077,0.108037578,0.209812109,0.215553236,0.466597077
Census Tract,48113016623,48113016623,TX,3085,1251,0.658767773,1.624539231,0.658767773,1.624539231,,,,,,0.000526593,0.000526593,0.255874674,0.255874674,0.744125326,0.744125326,0.000526593,0.000526593,0.000526593,0.000526593,0.255874674,0.744125326,0.454036771,0.454036771,0.495603517,0.495603517,0.043964828,0.043964828,0.006394884,0.006394884,0.454036771,0.495603517,0.043964828,0.006394884,0.876898481,0.876898481,0.112709832,0.112709832,0.006394884,0.006394884,0.003996803,0.003996803,0,0,0.876898481,0.112709832,0.006394884,0.003996803,0,0.000526593,0.000526593,0.000526593,0.000526593,0.000526593,0.000526593,0.000526593,0.000526593,,,1,1,0,0,0,0,0,0,0,0,0.030145867,0.030145867,0.655105349,0.655105349,0.180226904,0.180226904,0.129335494,0.129335494,0.030145867,0.655105349,0.180226904,0.129335494,0.416013925,0.416013925,0.19843342,0.19843342,0.416013925,0.19843342,0.071173221,0.071173221,0.071173221,0.110530896,0.110530896,0.161009574,0.161009574,0.279373368,0.279373368,0.449086162,0.449086162,0.110530896,0.161009574,0.279373368,0.449086162
Census Tract,48113016624,48113016624,TX,9920,3435,0,0,,,,,,,,0,,,,,,0,,0,,0.432076601,0.567923399,,,,,,,,,0.54294032,0.391266376,0.056477438,0.009315866,,,,,,,,,,,0.675982533,0.034643377,0.241339156,0.048034935,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.036693548,0.665524194,0.173387097,0.112096774,,,,,0.497905446,0.104727708,,,0.104435484,,,,,,,,,0.121783363,0.268701376,0.191801317,0.417713944
Census Tract,48113016625,48113016625,TX,5191,1920,0,0,,,,,,,,0,,,,,,0,,0,,0.59098688,0.40901312,,,,,,,,,0.134375,0.5375,0.3171875,0.0109375,,,,,,,,,,,0.6796875,0.100520833,0.156770833,0.063020833,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.029859372,0.509728376,0.24831439,0.140435369,,,,,0.48716486,0.139760411,,,0.289154268,,,,,,,,,0.285225328,0.291500285,0.171705648,0.251568739
Census Tract,48113016626,48113016626,TX,6741,2367,0,0,,,,,,,,0,,,,,,0,,0,,0.282314512,0.717685488,,,,,,,,,0.273764259,0.091677229,0.511195606,0.123362907,,,,,,,,,,,0.957752429,0.01182932,0.024503591,0.00591466,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0.916481234,0.063343718,0.011274292,,,,,0.373775082,0.368642091,,,0.247441033,,,,,,,,,0.323378441,0.327578162,0.207652823,0.141390574
Census Tract,48113016701,48113016701,TX,11086,3459,0,0,,,,,,,,0,,,,,,0,,0,,0.444616817,0.555383183,,,,,,,,,0.562301243,0.181844464,0.057531078,0.198323215,,,,,,,,,,,0.760624458,0.074877132,0.143104944,0.021393466,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.001894281,0.597059354,0.26682302,0.103463828,,,,,0.507911883,0.131244182,,,0.200535747,,,,,,,,,0.282035371,0.261867825,0.165373875,0.290722929
Census Tract,48113016703,48113016703,TX,4157,1465,92.90457673,263.6207,92.90457673,263.6207,,,,,,0.063416093,0.063416093,0.359433259,0.359433259,0.640566741,0.640566741,0.063416093,0.063416093,0.063416093,0.063416093,0.359433259,0.640566741,0.049146758,0.049146758,0.380204778,0.380204778,0.537883959,0.537883959,0.032764505,0.032764505,0.049146758,0.380204778,0.537883959,0.032764505,0.9221843,0.9221843,0.062798635,0.062798635,0.015017065,0.015017065,0,0,0,0,0.9221843,0.062798635,0.015017065,0,0,0.063416093,0.063416093,0.063416093,0.063416093,0.063416093,0.063416093,,,,,1,1,0,0,0,0,0,0,0,0,0.007216743,0.007216743,0.656723599,0.656723599,0.259562184,0.259562184,0.06182343,0.06182343,0.007216743,0.656723599,0.259562184,0.06182343,0.426547353,0.426547353,0.149142431,0.149142431,0.426547353,0.149142431,0.207619966,0.207619966,0.207619966,0.255033557,0.255033557,0.296793438,0.296793438,0.294556301,0.294556301,0.153616704,0.153616704,0.255033557,0.296793438,0.294556301,0.153616704
Census Tract,48113016704,48113016704,TX,7157,2763,0,0,,,,,,,,0,,,,,,0,,0,,0.407083016,0.592916984,,,,,,,,,0.254071661,0.37567861,0.307998552,0.062251176,,,,,,,,,,,0.719507781,0.027868259,0.196887441,0.055736518,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0.7103535,0.192259327,0.079642308,,,,,0.425361767,0.149276466,,,0.193119071,,,,,,,,,0.25361767,0.258568165,0.26770754,0.220106626
Census Tract,48113016705,48113016705,TX,3586,1320,1.48259079,4.027704979,1.48259079,4.027704979,,,,,,0.001123175,0.001123175,0.153787879,0.153787879,0.846212121,0.846212121,0.001123175,0.001123175,0.001123175,0.001123175,0.153787879,0.846212121,0.384848485,0.384848485,0.39469697,0.39469697,0.146212121,0.146212121,0.074242424,0.074242424,0.384848485,0.39469697,0.146212121,0.074242424,0.908333333,0.908333333,0,0,0,0,0,0,0.091666667,0.091666667,0.908333333,0,0,0,0.091666667,0.001123175,0.001123175,,,,,,,0.001123175,0.001123175,1,1,0,0,0,0,0,0,0,0,0,0,0.520356944,0.520356944,0.253485778,0.253485778,0.211098717,0.211098717,0,0.520356944,0.253485778,0.211098717,0.341666667,0.341666667,0.193181818,0.193181818,0.341666667,0.193181818,0.064974902,0.064974902,0.064974902,0.131060606,0.131060606,0.212121212,0.212121212,0.193939394,0.193939394,0.462878788,0.462878788,0.131060606,0.212121212,0.193939394,0.462878788
Census Tract,48113016802,48113016802,TX,5677,2432,155.2724573,362.4513734,160.6889384,375.095026,,,,,,0.063845583,0.066072754,0.399155722,0.399155722,0.600844278,0.600844278,0.063845583,0.066072754,0.063845583,0.066072754,0.399155722,0.600844278,0.081825658,0.081825658,0.259457237,0.259457237,0.244654605,0.244654605,0.4140625,0.4140625,0.081825658,0.259457237,0.244654605,0.4140625,0.76069079,0.76069079,0.05756579,0.05756579,0.1328125,0.1328125,0.048930921,0.048930921,0,0,0.76069079,0.05756579,0.1328125,0.048930921,0,0.063845583,0.066072754,0.063845583,0.066072754,0.063845583,0.066072754,0.063845583,0.066072754,,,0.944134078,0.944134078,0.036871508,0.036871508,0,0,0.018994413,0.018994413,0,0,0,0,0.57741765,0.57741765,0.156772944,0.156772944,0.25083671,0.25083671,0,0.57741765,0.156772944,0.25083671,0.434803002,0.434803002,0.269699812,0.269699812,0.434803002,0.269699812,0.179243592,0.179243592,0.179243592,0.189962477,0.189962477,0.329268293,0.329268293,0.221857411,0.221857411,0.25891182,0.25891182,0.189962477,0.329268293,0.221857411,0.25891182
Census Tract,48113016803,48113016803,TX,8642,2933,136.079536,400.9544325,136.079536,400.9544325,,,,,,0.046396023,0.046396023,0.36718201,0.36718201,0.63281799,0.63281799,0.046396023,0.046396023,0.046396023,0.046396023,0.36718201,0.63281799,0.327991817,0.327991817,0.561541084,0.561541084,0.093078759,0.093078759,0.01738834,0.01738834,0.327991817,0.561541084,0.093078759,0.01738834,0.757245142,0.757245142,0.035458575,0.035458575,0.131605864,0.131605864,0.054551654,0.054551654,0.021138766,0.021138766,0.757245142,0.035458575,0.131605864,0.054551654,0.021138766,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0.046396023,0,0,0,0,0,0,0,0,1,1,0.000347142,0.000347142,0.794723444,0.794723444,0.126012497,0.126012497,0.034829901,0.034829901,0.000347142,0.794723444,0.126012497,0.034829901,0.471890373,0.471890373,0.080112439,0.080112439,0.471890373,0.080112439,0.101605532,0.101605532,0.101605532,0.165846803,0.165846803,0.306746311,0.306746311,0.265987351,0.265987351,0.261419536,0.261419536,0.165846803,0.306746311,0.265987351,0.261419536
Census Tract,48113016804,48113016804,TX,5946,1411,0,0,4.08098337,17.19739696,,,,,,0,0.002892263,,0.28959276,,0.71040724,0,0.002892263,0,0.002892263,0.28959276,0.71040724,,0.276399717,,0.19135365,,0.352232459,,0.180014174,0.276399717,0.19135365,0.352232459,0.180014174,,0.737774628,,0,,0.032600992,,0,,0.22962438,0.737774628,0,0.032600992,0,0.22962438,0,0.002892263,,,0,0.002892263,,,0,0.002892263,,1,,0,,0,,0,,0,,0,,0.355701312,,0.371342079,,0.246384124,0,0.355701312,0.371342079,0.246384124,,0.49321267,,0.236048266,0.49321267,0.236048266,,0.249261084,0.249261084,,0.28959276,,0.325791855,,0.174208145,,0.21040724,0.28959276,0.325791855,0.174208145,0.21040724
Census Tract,48113016902,48113016902,TX,5220,1762,45.25684932,134.0753425,66.37671233,196.6438356,,,,,,0.025684932,0.037671233,0.328299409,0.328299409,0.671700591,0.671700591,0.025684932,0.037671233,0.025684932,0.037671233,0.328299409,0.671700591,0.182179342,0.182179342,0.379682179,0.379682179,0.263337117,0.263337117,0.174801362,0.174801362,0.182179342,0.379682179,0.263337117,0.174801362,0.57491487,0.57491487,0.023836549,0.023836549,0.059591373,0.059591373,0.029511918,0.029511918,0.312145289,0.312145289,0.57491487,0.023836549,0.059591373,0.029511918,0.312145289,0.025684932,0.037671233,0.025684932,0.037671233,0.025684932,0.037671233,0.025684932,0.037671233,0.025684932,0.037671233,0.951298701,0.951298701,0,0,0.048701299,0.048701299,0,0,0,0,0.000191571,0.000191571,0.25651341,0.25651341,0.480651341,0.480651341,0.252298851,0.252298851,0.000191571,0.25651341,0.480651341,0.252298851,0.447800394,0.447800394,0.206172029,0.206172029,0.447800394,0.206172029,0.351088083,0.351088083,0.351088083,0.280367695,0.280367695,0.324359816,0.324359816,0.202232436,0.202232436,0.193040053,0.193040053,0.280367695,0.324359816,0.202232436,0.193040053
Census Tract,48113016903,48113016903,TX,9018,2641,61.28902954,209.278481,132.3285865,451.8512658,,,,,,0.023206751,0.050105485,0.30933445,0.30933445,0.69066555,0.69066555,0.023206751,0.050105485,0.023206751,0.050105485,0.30933445,0.69066555,0.166224915,0.166224915,0.367663764,0.367663764,0.211283605,0.211283605,0.254827717,0.254827717,0.166224915,0.367663764,0.211283605,0.254827717,0.535403256,0.535403256,0.052252935,0.052252935,0.093146535,0.093146535,0.006058311,0.006058311,0.313138963,0.313138963,0.535403256,0.052252935,0.093146535,0.006058311,0.313138963,0.023206751,0.050105485,0.023206751,0.050105485,0.023206751,0.050105485,0.023206751,0.050105485,0.023206751,0.050105485,0.978090767,0.978090767,0.021909233,0.021909233,0,0,0,0,0,0,0.016411621,0.016411621,0.139831448,0.139831448,0.264803726,0.264803726,0.553337769,0.553337769,0.016411621,0.139831448,0.264803726,0.553337769,0.40309753,0.40309753,0.213059858,0.213059858,0.40309753,0.213059858,0.2090741,0.2090741,0.2090741,0.367099205,0.367099205,0.262452909,0.262452909,0.153620762,0.153620762,0.216827124,0.216827124,0.367099205,0.262452909,0.153620762,0.216827124
Census Tract,48113017001,48113017001,TX,10056,3170,526.2405474,1669.361181,570.7598128,1810.586964,,,,,,0.166006482,0.180050414,0.278576094,0.278576094,0.721423906,0.721423906,0.166006482,0.180050414,0.166006482,0.180050414,0.278576094,0.721423906,0.293375394,0.293375394,0.349842271,0.349842271,0.228706625,0.228706625,0.12807571,0.12807571,0.293375394,0.349842271,0.228706625,0.12807571,0.599053628,0.599053628,0.095583596,0.095583596,0.050157729,0.050157729,0.003470032,0.003470032,0.251735016,0.251735016,0.599053628,0.095583596,0.050157729,0.003470032,0.251735016,0.166006482,0.180050414,0.166006482,0.180050414,0.166006482,0.180050414,0.166006482,0.180050414,0.166006482,0.180050414,0.691139241,0.691139241,0.169620253,0.169620253,0,0,0,0,0.139240506,0.139240506,0.008253779,0.008253779,0.116447892,0.116447892,0.489359586,0.489359586,0.38136436,0.38136436,0.008253779,0.116447892,0.489359586,0.38136436,0.501306336,0.501306336,0.188112345,0.188112345,0.501306336,0.188112345,0.175517104,0.175517104,0.175517104,0.287720444,0.287720444,0.361201829,0.361201829,0.12377531,0.12377531,0.227302417,0.227302417,0.287720444,0.361201829,0.12377531,0.227302417
Census Tract,48113017003,48113017003,TX,8852,2713,173.0634823,564.6730354,173.0634823,564.6730354,,,,,,0.063790447,0.063790447,0.384300899,0.384300899,0.615699101,0.615699101,0.063790447,0.063790447,0.063790447,0.063790447,0.384300899,0.615699101,0.353114633,0.353114633,0.476962772,0.476962772,0.061186878,0.061186878,0.108735717,0.108735717,0.353114633,0.476962772,0.061186878,0.108735717,0.334684851,0.334684851,0,0,0.004054552,0.004054552,0,0,0.661260597,0.661260597,0.334684851,0,0.004054552,0,0.661260597,0.063790447,0.063790447,,,0.063790447,0.063790447,,,0.063790447,0.063790447,0.714893617,0.714893617,0,0,0,0,0,0,0.285106383,0.285106383,0,0,0.07568911,0.07568911,0.691934026,0.691934026,0.218594668,0.218594668,0,0.07568911,0.691934026,0.218594668,0.596484056,0.596484056,0.130008177,0.130008177,0.596484056,0.130008177,0.375354912,0.375354912,0.375354912,0.329926411,0.329926411,0.31316435,0.31316435,0.210547833,0.210547833,0.146361406,0.146361406,0.329926411,0.31316435,0.210547833,0.146361406
Census Tract,48113017004,48113017004,TX,5051,1751,0,0,,,,,,,,0,,,,,,0,,0,,0.262803235,0.737196766,,,,,,,,,0.252427185,0.408909195,0.258709309,0.079954312,,,,,,,,,,,0.735579669,0.01541976,0.021130782,0.003997716,0.223872073,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,0.156998614,0.608196397,0.227479707,,,,,0.492587601,0.140161725,,,0.16159204,,,,,,,,,0.185309973,0.378032345,0.17722372,0.259433962
Census Tract,48113017101,48113017101,TX,5128,1544,33.18447761,110.2137313,33.18447761,110.2137313,,,,,,0.021492537,0.021492537,0.261402315,0.261402315,0.738597686,0.738597686,0.021492537,0.021492537,0.021492537,0.021492537,0.261402315,0.738597686,0.133419689,0.133419689,0.341968912,0.341968912,0.265544042,0.265544042,0.259067358,0.259067358,0.133419689,0.341968912,0.265544042,0.259067358,0.817357513,0.817357513,0.008419689,0.008419689,0,0,0,0,0.174222798,0.174222798,0.817357513,0.008419689,0,0,0.174222798,0.021492537,0.021492537,0.021492537,0.021492537,,,,,0.021492537,0.021492537,1,1,0,0,0,0,0,0,0,0,0,0,0.172191888,0.172191888,0.628900156,0.628900156,0.188572543,0.188572543,0,0.172191888,0.628900156,0.188572543,0.466984343,0.466984343,0.162695711,0.162695711,0.466984343,0.162695711,0.184416601,0.184416601,0.184416601,0.274336283,0.274336283,0.396868618,0.396868618,0.219877468,0.219877468,0.108917631,0.108917631,0.274336283,0.396868618,0.219877468,0.108917631
Census Tract,48113017102,48113017102,TX,5651,1841,146.4297627,449.4701732,220.8255292,677.8300192,,,,,,0.079538166,0.119948685,0.569804169,0.569804169,0.430195831,0.430195831,0.079538166,0.119948685,0.079538166,0.119948685,0.569804169,0.430195831,0.124388919,0.124388919,0.3878327,0.3878327,0.297664313,0.297664313,0.190114068,0.190114068,0.124388919,0.3878327,0.297664313,0.190114068,0.428571429,0.428571429,0.140684411,0.140684411,0.294405215,0.294405215,0.041825095,0.041825095,0.094513851,0.094513851,0.428571429,0.140684411,0.294405215,0.041825095,0.094513851,0.079538166,0.119948685,0.079538166,0.119948685,0.079538166,0.119948685,0.079538166,0.119948685,0.079538166,0.119948685,1,1,0,0,0,0,0,0,0,0,0,0,0.193063175,0.193063175,0.622367723,0.622367723,0.163510883,0.163510883,0,0.193063175,0.622367723,0.163510883,0.530638029,0.530638029,0.144030322,0.144030322,0.530638029,0.144030322,0.372146523,0.372146523,0.372146523,0.424510423,0.424510423,0.277953253,0.277953253,0.209728364,0.209728364,0.08780796,0.08780796,0.424510423,0.277953253,0.209728364,0.08780796
Census Tract,48113017201,48113017201,TX,8656,2795,401.5727924,1243.654415,489.6252983,1516.349403,,,,,,0.143675418,0.175178998,0.573046433,0.573046433,0.426953567,0.426953567,0.143675418,0.175178998,0.143675418,0.175178998,0.573046433,0.426953567,0.197137746,0.197137746,0.351341682,0.351341682,0.416457961,0.416457961,0.035062612,0.035062612,0.197137746,0.351341682,0.416457961,0.035062612,0.552415027,0.552415027,0.096958855,0.096958855,0.235062612,0.235062612,0.081216458,0.081216458,0.034347048,0.034347048,0.552415027,0.096958855,0.235062612,0.081216458,0.034347048,0.143675418,0.175178998,0.143675418,0.175178998,0.143675418,0.175178998,0.143675418,0.175178998,0.143675418,0.175178998,0.683673469,0.683673469,0,0,0.316326531,0.316326531,0,0,0,0,0.007855823,0.007855823,0.298983364,0.298983364,0.464879852,0.464879852,0.215573013,0.215573013,0.007855823,0.298983364,0.464879852,0.215573013,0.524348811,0.524348811,0.110607777,0.110607777,0.524348811,0.110607777,0.215017462,0.215017462,0.215017462,0.300490751,0.300490751,0.380898452,0.380898452,0.173272933,0.173272933,0.145337863,0.145337863,0.300490751,0.380898452,0.173272933,0.145337863
Census Tract,48113017202,48113017202,TX,6124,1724,248.615987,883.1347472,257.6156607,915.1034258,,,,,,0.144208809,0.149429038,0.242268041,0.242268041,0.757731959,0.757731959,0.144208809,0.149429038,0.144208809,0.149429038,0.242268041,0.757731959,0.319025522,0.319025522,0.174013921,0.174013921,0.412412993,0.412412993,0.094547564,0.094547564,0.319025522,0.174013921,0.412412993,0.094547564,0.923433875,0.923433875,0.011020882,0.011020882,0.065545244,0.065545244,0,0,0,0,0.923433875,0.011020882,0.065545244,0,0,0.144208809,0.149429038,0.144208809,0.149429038,0.144208809,0.149429038,,,,,0.832167832,0.832167832,0,0,0.167832168,0.167832168,0,0,0,0,0.00163292,0.00163292,0.230731548,0.230731548,0.492651862,0.492651862,0.244121489,0.244121489,0.00163292,0.230731548,0.492651862,0.244121489,0.612113402,0.612113402,0.12371134,0.12371134,0.612113402,0.12371134,0.136512084,0.136512084,0.136512084,0.201675258,0.201675258,0.219072165,0.219072165,0.30992268,0.30992268,0.269329897,0.269329897,0.201675258,0.219072165,0.30992268,0.269329897
