FIPS,Urban,LATracts_half,LATracts1,LATracts10,LATracts20
48201412100,1,1,0,0,0
48201412200,1,1,0,0,0
48201412300,1,1,0,0,0
48201412400,1,0,0,0,0
48201412500,1,0,0,0,0
48201412600,1,0,0,0,0
48201412700,1,1,0,0,0
48201412800,1,1,0,0,0
48201412900,1,0,0,0,0
48201413000,1,1,0,0,0
48201413100,1,1,0,0,0
48201413201,1,0,0,0,0
48201413202,1,0,0,0,0
48201413300,1,1,0,0,0
48201420100,1,1,0,0,0
48201420200,1,1,0,0,0
48201420300,1,1,0,0,0
48201420400,1,1,0,0,0
48201420500,1,1,1,0,0
48201420600,1,1,0,0,0
48201420700,1,0,0,0,0
48201420800,1,1,0,0,0
48201420900,1,1,0,0,0
48201421000,1,1,0,0,0
48201421101,1,0,0,0,0
48201421102,1,0,0,0,0
48201421201,1,0,0,0,0
48201421202,1,0,0,0,0
48201421300,1,1,0,0,0
48201421401,1,0,0,0,0
48201421402,1,0,0,0,0
48201421403,1,0,0,0,0
48201421500,1,0,0,0,0
48201421600,1,0,0,0,0
48201421700,1,1,0,0,0
48201421800,1,1,0,0,0
48201421900,1,1,0,0,0
48201422000,1,1,1,0,0
48201422100,1,1,1,0,0
48201422200,1,1,0,0,0
48201422301,1,1,0,0,0
48201422302,1,1,0,0,0
48201422401,1,1,0,0,0
48201422402,1,1,0,0,0
48201422500,1,0,0,0,0
48201422600,1,0,0,0,0
48201422701,1,1,0,0,0
48201422702,1,1,0,0,0
48201422800,1,1,0,0,0
48201422900,1,1,0,0,0
48201423000,1,1,0,0,0
48201423100,1,1,0,0,0
48201423201,1,1,0,0,0
48201423202,1,1,0,0,0
48201423301,1,1,0,0,0
48201423302,1,1,0,0,0
48201423401,1,1,0,0,0
48201423402,1,1,0,0,0
48201423500,1,1,0,0,0
48201423600,1,1,1,0,0
48201430100,1,1,1,0,0
48201430200,1,1,1,0,0
48201430300,1,1,1,0,0
48201430400,1,1,1,0,0
48201430500,1,1,0,0,0
48201430600,1,1,1,0,0
48201430700,1,1,0,0,0
48201430800,1,1,0,0,0
48201430900,1,1,1,0,0
48201431000,1,1,0,0,0
48201431101,1,1,0,0,0
48201431102,1,1,0,0,0
48201431201,1,0,0,0,0
48201431202,1,0,0,0,0
48201431301,1,0,0,0,0
48201431302,1,0,0,0,0
48201431401,1,0,0,0,0
48201431402,1,1,0,0,0
48201431501,1,1,0,0,0
48201431502,1,0,0,0,0
48201431600,1,1,1,0,0
48201431700,1,1,0,0,0
48201431801,1,1,0,0,0
48201431802,1,1,0,0,0
48201431900,1,1,0,0,0
48201432001,1,1,0,0,0
48201432002,1,1,0,0,0
48201432100,1,0,0,0,0
48201432200,1,1,0,0,0
48201432300,1,1,0,0,0
48201432400,1,1,0,0,0
48201432500,1,1,0,0,0
48201432600,1,1,0,0,0
48201432701,1,1,0,0,0
48201432702,1,1,0,0,0
48201432801,1,1,0,0,0
48201432802,1,1,0,0,0
48201432901,1,1,0,0,0
48201432902,1,1,0,0,0
48201433001,1,1,0,0,0
48201433002,1,0,0,0,0
48201433003,1,0,0,0,0
48201433100,1,1,0,0,0
48201433201,1,1,0,0,0
48201433202,1,0,0,0,0
48201433300,1,1,0,0,0
48201433400,1,0,0,0,0
48201433501,1,1,0,0,0
48201433502,1,0,0,0,0
48201433600,1,1,0,0,0
48201440100,1,1,1,0,0
48201450100,1,1,0,0,0
48201450200,1,1,1,0,0
48201450300,1,1,0,0,0
48201450400,1,1,0,0,0
48201450500,1,1,1,0,0
48201450600,1,1,0,0,0
48201450700,1,1,1,0,0
48201450801,1,1,0,0,0
48201450802,1,1,0,0,0
48201450900,1,0,0,0,0
48201451001,1,0,0,0,0
48201451002,1,1,0,0,0
48201451100,1,1,0,0,0
48201451200,1,1,0,0,0
48201451300,1,1,0,0,0
48201451401,1,1,0,0,0
48201451402,1,1,0,0,0
48201451403,1,1,0,0,0
48201451500,1,1,0,0,0
48201451601,1,1,1,0,0
48201451602,1,1,1,0,0
48201451700,1,1,0,0,0
48201451800,1,1,0,0,0
48201451901,1,1,1,0,0
48201451902,1,1,1,0,0
48201452000,1,1,0,0,0
48201452100,1,1,0,0,0
48201452201,1,1,0,0,0
48201452202,1,1,0,0,0
48201452300,1,1,1,0,0
48201452400,1,1,0,0,0
48201452500,1,1,0,0,0
48201452600,1,1,0,0,0
48201452700,1,1,0,0,0
48201452801,1,1,0,0,0
48201452802,1,0,0,0,0
48201452900,1,1,0,0,0
48201453000,1,1,0,0,0
48201453100,1,1,0,0,0
48201453200,1,1,0,0,0
48201453300,1,1,0,0,0
48201453401,1,0,0,0,0
48201453402,1,1,0,0,0
48201453403,1,1,0,0,0
48201453501,1,1,0,0,0
48201453502,1,1,0,0,0
48201453601,1,1,0,0,0
48201453602,1,1,0,0,0
48201453700,1,1,0,0,0
48201453800,1,1,0,0,0
48201453900,1,1,1,0,0
48201454000,1,1,0,0,0
48201454100,1,1,0,0,0
48201454200,1,1,1,0,0
48201454301,1,1,0,0,0
48201454302,1,1,1,0,0
48201454400,0,0,0,0,0
48201454501,1,1,1,0,0
48201454502,1,1,1,0,0
48201454600,1,1,0,0,0
48201454700,1,1,0,0,0
48201454800,1,1,0,0,0
48201454900,1,1,1,0,0
48201455000,1,1,0,0,0
48201455101,1,1,1,0,0
48201455102,1,1,1,0,0
48201455200,1,1,1,0,0
48201455300,1,1,1,0,0
48201510100,1,1,0,0,0
48201510200,1,1,0,0,0
48201510300,1,1,0,0,0
48201510400,1,1,0,0,0
48201510500,1,1,0,0,0
48201510600,1,1,0,0,0
48201510700,1,1,0,0,0
48201510800,1,1,0,0,0
48201510900,1,1,1,0,0
48201511001,1,1,0,0,0
48201511002,1,1,0,0,0
48201511100,1,1,0,0,0
48201511200,1,1,0,0,0
48201511301,1,0,0,0,0
48201511302,1,1,0,0,0
48201511400,1,1,0,0,0
48201511500,1,1,0,0,0
48201511600,1,1,0,0,0
48201520100,1,1,0,0,0
48201520200,1,1,0,0,0
48201520300,1,1,0,0,0
48201520400,1,1,0,0,0
48201520500,1,1,0,0,0
48201520601,1,0,0,0,0
48201520602,1,0,0,0,0
48201520700,1,1,0,0,0
48201521000,1,0,0,0,0
48201521100,1,0,0,0,0
48201521200,1,1,0,0,0
48201521300,1,1,0,0,0
48201521400,1,1,0,0,0
48201521500,1,1,0,0,0
48201521600,1,1,1,0,0
48201521700,1,1,1,0,0
48201521800,1,1,1,0,0
48201521900,1,1,0,0,0
48201522000,1,1,0,0,0
48201522100,1,1,0,0,0
48201522201,1,1,0,0,0
48201522202,1,1,0,0,0
48201522301,1,0,0,0,0
48201522302,1,0,0,0,0
48201522401,1,1,0,0,0
48201522402,1,1,0,0,0
48201522500,1,1,0,0,0
48201530100,1,1,0,0,0
48201530200,1,1,0,0,0
48201530300,1,1,0,0,0
48201530400,1,1,0,0,0
48201530500,1,1,0,0,0
48201530600,1,1,0,0,0
48201530700,1,1,0,0,0
48201530800,1,1,0,0,0
48201530900,1,1,0,0,0
48201531000,1,1,0,0,0
48201531100,1,1,0,0,0
48201531200,1,1,0,0,0
48201531300,1,1,0,0,0
48201531400,1,1,0,0,0
48201531500,1,1,0,0,0
48201531600,1,1,1,0,0
48201531700,1,1,0,0,0
48201531800,1,1,1,0,0
48201531900,1,1,1,0,0
48201532001,1,1,0,0,0
48201532002,1,1,0,0,0
48201532100,1,1,0,0,0
48201532200,1,1,0,0,0
48201532300,1,1,0,0,0
48201532400,1,1,1,0,0
48201532501,1,1,1,0,0
48201532502,1,1,0,0,0
48201532600,1,1,1,0,0
48201532700,1,1,0,0,0
48201532800,1,1,0,0,0
48201532900,1,1,1,0,0
48201533000,1,1,1,0,0
48201533100,1,1,1,0,0
48201533200,1,1,1,0,0
48201533300,1,1,1,0,0
48201533400,1,1,1,0,0
48201533500,1,1,1,0,0
48201533600,1,1,0,0,0
48201533701,1,1,0,0,0
48201533702,1,1,0,0,0
48201533801,1,1,1,0,0
48201533802,1,1,1,0,0
48201533901,1,1,1,0,0
48201533902,1,1,0,0,0
48201534001,1,1,0,0,0
48201534002,1,1,0,0,0
48201534003,1,1,1,0,0
48201534100,1,1,1,0,0
48201534201,1,1,0,0,0
48201534202,1,1,1,0,0
48201534203,1,1,1,0,0
48201540100,1,1,1,0,0
48201540200,1,1,1,0,0
48201540501,1,0,0,0,0
48201540502,1,1,0,0,0
48201540601,1,1,0,0,0
48201540602,1,1,0,0,0
48201540700,1,1,1,0,0
48201540800,1,1,1,0,0
48201540901,1,1,1,0,0
48201540902,1,1,0,0,0
48201541001,1,1,1,0,0
48201541002,1,1,1,0,0
48201541003,1,1,1,0,0
48201541100,1,1,1,0,0
48201541201,1,1,0,0,0
48201541202,1,1,1,0,0
48201541203,1,1,0,0,0
48201541300,1,1,0,0,0
48201541400,1,1,1,0,0
48201541500,1,1,0,0,0
48201541601,1,1,1,0,0
48201541602,1,1,1,0,0
48201541700,0,0,0,0,0
48201541800,1,1,1,0,0
48201541900,1,1,1,0,0
48201542000,1,1,1,0,0
48201542101,1,1,1,0,0
48201542102,1,1,1,0,0
48201542200,1,1,1,0,0
48201542301,1,1,1,0,0
48201542302,1,1,1,0,0
48201542400,1,1,0,0,0
48201542500,1,1,1,0,0
48201542600,1,1,0,0,0
48201542700,1,1,0,0,0
48201542800,1,1,1,0,0
48201542900,0,0,0,0,0
48201543001,0,0,0,0,0
48201543002,0,0,0,0,0
48201543003,1,1,1,0,0
48201543100,0,0,0,0,0
48201543200,0,0,0,0,0
48201550100,1,1,1,0,0
48201550200,1,1,0,0,0
48201550301,1,1,1,0,0
48201550302,1,1,1,0,0
48201550401,1,1,1,0,0
48201550402,1,1,1,0,0
48201550500,1,1,1,0,0
48201550601,1,1,1,0,0
48201550602,1,0,0,0,0
48201550603,1,1,0,0,0
48201550700,1,1,1,0,0
48201550800,1,1,0,0,0
48201550900,1,1,1,0,0
48201551000,1,1,0,0,0
48201551100,1,1,0,0,0
48201551200,1,1,0,0,0
48201551300,1,1,1,0,0
48201551400,1,1,1,0,0
48201551500,1,1,1,0,0
48201551600,1,1,1,0,0
48201551701,1,1,0,0,0
48201551702,1,1,0,0,0
48201551703,1,1,1,0,0
48201551800,1,1,1,0,0
48201551900,1,1,0,0,0
48201552001,1,1,0,0,0
48201552002,1,1,0,0,0
48201552101,1,1,1,0,0
48201552102,1,1,1,0,0
48201552103,1,1,0,0,0
48201552200,1,1,1,0,0
48201552301,1,1,1,0,0
48201552302,1,1,1,0,0
48201552400,1,1,1,0,0
48201552500,1,1,0,0,0
48201552601,1,1,1,0,0
48201552602,1,1,1,0,0
48201552700,1,1,0,0,0
48201552800,1,1,1,0,0
48201552900,1,1,0,0,0
48201553001,1,1,1,0,0
48201553002,1,1,1,0,0
48201553100,1,1,1,0,0
48201553200,1,1,1,0,0
48201553300,1,1,0,0,0
48201553401,1,1,1,0,0
48201553402,1,1,0,0,0
48201553403,1,1,0,0,0
48201553500,1,1,1,0,0
48201553600,1,1,1,0,0
48201553700,1,1,1,0,0
48201553801,1,1,1,0,0
48201553802,1,1,1,0,0
48201553900,1,1,1,0,0
48201554001,1,1,0,0,0
48201554002,1,1,0,0,0
48201554101,1,1,0,0,0
48201554102,1,1,1,0,0
48201554200,1,1,0,0,0
48201554301,1,1,0,0,0
48201554302,1,1,0,0,0
48201554401,1,1,1,0,0
48201554402,1,1,1,0,0
48201554403,1,1,1,0,0
48201554501,1,1,1,0,0
48201554502,1,1,0,0,0
48201554600,1,1,1,0,0
48201554700,1,1,0,0,0
48201554801,1,1,1,0,0
48201554802,1,1,1,0,0
48201554901,1,1,1,0,0
48201554902,1,1,1,0,0
48201554903,1,1,1,0,0
48201555000,1,1,1,0,0
48201555100,1,1,1,0,0
48201555200,1,1,1,0,0
48201555301,1,1,1,0,0
48201555302,1,1,1,0,0
48201555303,0,0,0,0,0
48201555401,1,1,1,0,0
48201555402,1,1,1,0,0
48201555501,0,0,0,0,0
48201555502,1,1,1,0,0
48201555600,0,0,0,0,0
48201555701,1,1,1,0,0
48201555702,1,1,1,0,0
48201556000,0,0,0,0,0
48201980000,1,1,1,0,0
48201980100,1,1,1,0,0
