,FIPS,year,population,poverty-rate,median-household-income,median-property-value,evictions,eviction-rate
108470,48439106101,2016,1536.0,14.33,40789.0,54100.0,18.0,9.18
108487,48439106102,2016,3564.0,24.17,27065.0,20300.0,52.0,4.31
108504,48439106201,2016,3823.0,33.79,33482.0,52100.0,23.0,5.22
108521,48439106202,2016,5177.0,38.12,23750.0,56200.0,43.0,4.6
108538,48439106300,2016,3109.0,23.79,30778.0,66100.0,52.0,10.66
108555,48439106400,2016,2717.0,29.7,39792.0,41300.0,28.0,9.72
108572,48439106502,2016,2924.0,14.95,43378.0,122900.0,17.0,4.94
108589,48439106503,2016,5085.0,13.54,48258.0,97800.0,78.0,9.15
108606,48439106507,2016,1833.0,10.11,47361.0,132700.0,18.0,4.64
108623,48439106509,2016,4940.0,15.43,50889.0,192800.0,155.0,15.02
108640,48439106510,2016,8515.0,2.82,76554.0,148700.0,5.0,2.04
108657,48439106511,2016,8478.0,19.06,40700.0,116300.0,125.0,9.34
108674,48439106512,2016,5004.0,23.18,35165.0,134600.0,102.0,9.04
108691,48439106513,2016,3120.0,16.32,47770.0,87500.0,47.0,17.03
108708,48439106514,2016,5384.0,28.15,38472.0,148600.0,200.0,10.77
108725,48439106515,2016,3733.0,19.01,32131.0,160400.0,135.0,11.4
108742,48439106516,2016,4975.0,39.18,21444.0,141200.0,346.0,14.84
108759,48439106517,2016,8500.0,12.64,46925.0,148700.0,62.0,3.04
108810,48439106700,2016,2401.0,6.46,48682.0,85800.0,14.0,5.11
108827,48439110101,2016,6446.0,13.98,35641.0,95200.0,95.0,5.06
108844,48439110102,2016,4127.0,17.49,40397.0,81600.0,24.0,2.89
108861,48439110202,2016,4399.0,5.98,59459.0,78600.0,13.0,3.98
108878,48439110203,2016,8570.0,4.73,62102.0,130600.0,40.0,2.24
108895,48439110204,2016,6620.0,4.68,52647.0,91800.0,36.0,3.93
108912,48439110301,2016,4347.0,29.78,33000.0,68900.0,25.0,3.45
108929,48439110302,2016,5482.0,29.51,38571.0,76600.0,18.0,1.97
108946,48439110401,2016,4796.0,8.73,47266.0,90200.0,14.0,2.94
108963,48439110402,2016,4796.0,24.48,38109.0,62600.0,19.0,3.73
108980,48439110500,2016,8494.0,14.86,39919.0,81700.0,33.0,3.0
108997,48439110600,2016,2584.0,5.55,53250.0,101700.0,5.0,0.84
109014,48439110701,2016,6852.0,15.86,41563.0,70500.0,69.0,6.03
109031,48439110703,2016,5396.0,10.66,50455.0,98800.0,50.0,5.66
109048,48439110704,2016,4485.0,20.5,28472.0,72500.0,73.0,7.46
109065,48439110805,2016,6376.0,5.21,69649.0,110500.0,13.0,1.3
109082,48439110806,2016,5398.0,1.65,78401.0,136900.0,5.0,2.02
109099,48439110807,2016,6542.0,11.04,58833.0,121200.0,33.0,5.61
109116,48439110808,2016,2292.0,4.61,128125.0,293800.0,2.0,2.44
109133,48439110809,2016,1964.0,10.43,78214.0,154700.0,2.0,3.92
109150,48439110901,2016,4292.0,1.96,80515.0,159200.0,9.0,2.09
109167,48439110903,2016,1601.0,7.28,66058.0,265400.0,2.0,0.58
109184,48439110905,2016,4677.0,3.64,64355.0,129200.0,2.0,0.61
109201,48439110906,2016,4591.0,7.12,66023.0,105900.0,8.0,1.81
109218,48439110907,2016,3033.0,1.9,68678.0,145300.0,19.0,3.66
109235,48439111003,2016,2934.0,7.0,69485.0,132000.0,1.0,0.91
109252,48439111005,2016,10166.0,24.09,41074.0,97000.0,95.0,6.3
109269,48439111008,2016,7953.0,13.2,64105.0,147600.0,43.0,4.98
109286,48439111010,2016,3140.0,4.62,69485.0,314200.0,6.0,1.0
109303,48439111011,2016,9600.0,6.9,75934.0,116100.0,33.0,5.76
109320,48439111012,2016,8383.0,9.45,68698.0,114300.0,41.0,7.44
109337,48439111013,2016,8365.0,10.26,61838.0,116100.0,58.0,5.6
109354,48439111015,2016,2429.0,12.11,63474.0,106200.0,6.0,2.18
109371,48439111016,2016,10071.0,8.52,80272.0,142000.0,12.0,1.64
109388,48439111017,2016,10801.0,2.49,103153.0,191400.0,12.0,2.74
109405,48439111018,2016,2104.0,7.67,97250.0,254700.0,3.0,2.33
109422,48439111102,2016,6017.0,19.59,44952.0,83200.0,31.0,5.68
109439,48439111103,2016,3994.0,24.22,36693.0,74200.0,16.0,5.16
109456,48439111104,2016,2723.0,15.49,51313.0,71500.0,7.0,3.37
109473,48439111202,2016,6279.0,20.95,36977.0,69100.0,36.0,6.13
109490,48439111203,2016,6180.0,11.36,71434.0,125800.0,18.0,3.44
109507,48439111204,2016,5309.0,7.06,67757.0,165000.0,15.0,5.58
109524,48439111301,2016,9739.0,2.19,87500.0,172600.0,25.0,3.73
109541,48439111304,2016,7608.0,5.57,87765.0,171500.0,9.0,2.51
109558,48439111306,2016,5261.0,12.01,70125.0,125800.0,14.0,4.15
109575,48439111307,2016,3037.0,10.74,52239.0,119000.0,10.0,1.08
109592,48439111308,2016,1454.0,5.85,43563.0,123600.0,7.0,2.44
109609,48439111309,2016,4391.0,4.09,49059.0,97400.0,10.0,1.71
109626,48439111310,2016,8722.0,7.76,88173.0,162500.0,9.0,2.51
109643,48439111311,2016,6657.0,5.94,119219.0,192800.0,3.0,1.35
109660,48439111312,2016,3508.0,1.56,135859.0,296500.0,1.0,2.86
109677,48439111313,2016,7021.0,1.37,111108.0,249000.0,20.0,2.89
109694,48439111314,2016,6052.0,0.7,115642.0,228800.0,5.0,3.07
109711,48439111402,2016,6508.0,5.29,66609.0,148600.0,8.0,2.54
109728,48439111404,2016,8878.0,11.55,56134.0,205300.0,61.0,2.89
109745,48439111405,2016,2469.0,12.36,47188.0,90000.0,11.0,2.9
109762,48439111406,2016,4013.0,0.0,101488.0,232800.0,3.0,1.39
109779,48439111407,2016,3032.0,3.07,98611.0,204800.0,4.0,3.15
109796,48439111408,2016,3128.0,11.25,68804.0,194400.0,14.0,1.91
109813,48439111409,2016,5341.0,2.8,119167.0,204600.0,4.0,4.0
109830,48439111505,2016,4198.0,7.88,54870.0,140100.0,21.0,3.44
109847,48439111506,2016,6110.0,13.41,43188.0,175500.0,54.0,3.85
109864,48439111513,2016,4139.0,2.81,75052.0,116400.0,9.0,4.79
109881,48439111514,2016,6761.0,3.54,69461.0,100400.0,6.0,1.36
109898,48439111516,2016,6784.0,8.26,66598.0,114500.0,14.0,1.38
109915,48439111521,2016,7948.0,19.04,47539.0,92500.0,53.0,3.5
109932,48439111522,2016,8368.0,10.01,50291.0,89400.0,28.0,3.98
109949,48439111523,2016,9336.0,21.55,44635.0,99200.0,83.0,4.36
109966,48439111524,2016,7308.0,17.36,50279.0,88300.0,38.0,1.92
109983,48439111525,2016,6650.0,27.05,42333.0,101500.0,35.0,3.87
110000,48439111526,2016,4372.0,8.63,50903.0,99800.0,26.0,3.44
110017,48439111529,2016,4007.0,2.18,70221.0,147900.0,1.0,0.2
110034,48439111530,2016,5725.0,3.48,82714.0,201700.0,13.0,2.46
110051,48439111531,2016,4924.0,8.12,77077.0,143800.0,3.0,1.22
110068,48439111532,2016,7242.0,7.3,80618.0,140100.0,4.0,0.59
110085,48439111533,2016,5059.0,3.49,76250.0,143900.0,12.0,3.33
110102,48439111534,2016,6479.0,2.28,80833.0,132900.0,11.0,2.29
110119,48439111536,2016,3116.0,14.13,47054.0,126200.0,23.0,2.37
110136,48439111537,2016,6542.0,9.89,56957.0,155900.0,18.0,1.49
110153,48439111538,2016,5965.0,6.58,63750.0,121400.0,39.0,3.32
110170,48439111539,2016,9382.0,8.33,81319.0,152100.0,19.0,3.52
110187,48439111540,2016,6204.0,8.36,55333.0,113400.0,20.0,2.07
110204,48439111541,2016,3968.0,6.34,60132.0,100500.0,8.0,3.19
110221,48439111542,2016,6736.0,3.66,91938.0,142800.0,7.0,2.94
110238,48439111543,2016,6638.0,21.44,42426.0,109200.0,48.0,3.86
110255,48439111544,2016,7227.0,5.92,70746.0,122000.0,22.0,5.14
110272,48439111545,2016,2422.0,4.67,110417.0,373100.0,5.0,1.54
110289,48439111546,2016,6954.0,1.72,97716.0,144300.0,4.0,1.46
110306,48439111547,2016,17635.0,8.55,63478.0,136900.0,23.0,3.53
110323,48439111548,2016,7459.0,3.25,101382.0,175700.0,9.0,3.73
110340,48439111549,2016,8427.0,2.03,112785.0,250900.0,8.0,0.98
110357,48439111550,2016,13410.0,5.43,81323.0,141600.0,28.0,4.89
110374,48439111551,2016,7097.0,6.96,90577.0,203600.0,8.0,1.68
110391,48439111552,2016,3585.0,2.4,69201.0,141300.0,5.0,1.53
110408,48439111553,2016,4011.0,10.31,48198.0,134000.0,54.0,3.77
110425,48439113001,2016,3272.0,0.0,65574.0,188500.0,38.0,4.82
110442,48439113002,2016,7494.0,16.56,36566.0,109800.0,84.0,4.79
110459,48439113102,2016,4255.0,12.21,38962.0,185400.0,68.0,4.58
110476,48439113104,2016,3672.0,15.32,42724.0,256400.0,100.0,6.12
110493,48439113107,2016,2288.0,3.83,84375.0,179200.0,0.0,0.0
110510,48439113108,2016,4849.0,5.48,100139.0,191900.0,3.0,1.7
110527,48439113109,2016,3894.0,8.27,52955.0,183900.0,99.0,7.68
110544,48439113110,2016,4508.0,22.35,46616.0,77400.0,106.0,6.18
110561,48439113111,2016,4444.0,38.92,28444.0,232600.0,245.0,16.86
110578,48439113112,2016,2960.0,28.65,38800.0,209300.0,29.0,4.26
110612,48439113114,2016,4150.0,9.91,45511.0,374700.0,51.0,2.19
110629,48439113115,2016,3609.0,10.78,39176.0,38600.0,48.0,4.52
110646,48439113116,2016,4579.0,23.58,36172.0,251100.0,104.0,5.43
110663,48439113206,2016,6550.0,7.75,57623.0,123600.0,29.0,2.51
110680,48439113207,2016,4397.0,1.71,94784.0,166000.0,5.0,2.65
110697,48439113210,2016,7005.0,2.98,77889.0,165400.0,5.0,0.87
110714,48439113212,2016,3977.0,1.24,66091.0,173200.0,7.0,1.07
110731,48439113213,2016,3247.0,10.68,51406.0,125100.0,28.0,6.22
110748,48439113214,2016,5264.0,4.89,66815.0,115500.0,6.0,0.76
110765,48439113215,2016,4814.0,4.15,62766.0,141800.0,5.0,0.95
110782,48439113216,2016,5053.0,14.48,39560.0,132600.0,38.0,2.69
110799,48439113217,2016,4401.0,5.66,57379.0,114900.0,20.0,2.74
110816,48439113218,2016,2729.0,3.45,87788.0,177900.0,2.0,2.04
110833,48439113220,2016,7327.0,16.76,41463.0,101800.0,77.0,3.72
110850,48439113221,2016,5144.0,0.8,60735.0,174200.0,15.0,1.6
110867,48439113301,2016,4182.0,7.53,60982.0,116700.0,22.0,5.26
110884,48439113302,2016,4613.0,16.99,37475.0,92000.0,34.0,4.47
110901,48439113403,2016,2451.0,3.05,59153.0,119400.0,5.0,1.92
110918,48439113404,2016,6225.0,9.2,55116.0,120500.0,33.0,3.52
110935,48439113405,2016,5737.0,10.58,40847.0,136700.0,67.0,3.92
110952,48439113407,2016,6073.0,32.7,39688.0,124500.0,74.0,6.31
110969,48439113408,2016,5455.0,8.0,42625.0,91900.0,37.0,5.29
110986,48439113509,2016,4470.0,11.84,48312.0,87000.0,6.0,0.9
111003,48439113510,2016,4346.0,6.09,50804.0,153000.0,18.0,1.9
111020,48439113511,2016,4166.0,4.15,56269.0,164900.0,64.0,11.37
111037,48439113512,2016,5523.0,2.15,51530.0,146300.0,22.0,1.55
111054,48439113513,2016,6360.0,10.73,55645.0,139000.0,30.0,3.06
111071,48439113514,2016,4946.0,26.96,37818.0,109000.0,49.0,3.67
111088,48439113516,2016,4491.0,11.58,72575.0,165400.0,17.0,3.55
111105,48439113517,2016,3499.0,6.48,63355.0,183200.0,20.0,1.8
111122,48439113518,2016,5332.0,18.53,46791.0,233300.0,53.0,1.69
111139,48439113519,2016,6257.0,1.86,84125.0,173500.0,12.0,0.94
111156,48439113520,2016,4874.0,7.21,64535.0,178400.0,3.0,0.2
111173,48439113607,2016,4054.0,9.11,43393.0,107600.0,82.0,8.34
111190,48439113610,2016,11542.0,0.96,151250.0,426500.0,2.0,0.64
111207,48439113611,2016,4764.0,4.99,100331.0,201200.0,4.0,3.39
111224,48439113612,2016,4371.0,0.66,93009.0,215100.0,0.0,0.0
111241,48439113613,2016,4072.0,2.59,72679.0,165500.0,4.0,1.49
111258,48439113618,2016,5733.0,9.2,65656.0,141000.0,18.0,2.42
111275,48439113619,2016,4760.0,15.19,33914.0,195200.0,22.0,1.11
111292,48439113622,2016,6097.0,0.91,149500.0,426100.0,5.0,5.75
111309,48439113623,2016,3602.0,1.77,85323.0,188800.0,1.0,0.56
111326,48439113624,2016,4584.0,1.99,87297.0,156800.0,5.0,1.55
111343,48439113625,2016,3482.0,0.0,102969.0,224400.0,0.0,0.0
111360,48439113626,2016,3963.0,2.52,83315.0,182200.0,9.0,3.0
111377,48439113627,2016,5907.0,7.33,42752.0,154100.0,27.0,1.2
111394,48439113628,2016,5030.0,9.19,49385.0,192300.0,32.0,1.63
111411,48439113629,2016,4599.0,0.0,67596.0,175300.0,19.0,1.45
111428,48439113630,2016,3524.0,7.08,54565.0,151800.0,43.0,4.73
111445,48439113631,2016,7694.0,13.66,46655.0,199900.0,32.0,1.82
111462,48439113632,2016,5021.0,1.26,136250.0,320700.0,3.0,2.68
111479,48439113633,2016,4291.0,0.63,121630.0,307000.0,2.0,0.58
111496,48439113634,2016,5175.0,2.53,167219.0,434400.0,1.0,0.52
111513,48439113703,2016,10617.0,15.53,69274.0,165100.0,33.0,0.99
111530,48439113705,2016,5662.0,19.83,44761.0,138800.0,15.0,0.98
111547,48439113707,2016,5243.0,2.94,111250.0,290000.0,0.0,0.0
111564,48439113709,2016,4772.0,0.65,124922.0,256800.0,1.0,0.39
111581,48439113710,2016,3961.0,5.71,55662.0,183600.0,19.0,2.47
111598,48439113711,2016,3888.0,4.43,101080.0,233000.0,8.0,1.13
111615,48439113803,2016,6015.0,2.47,71451.0,113500.0,12.0,2.86
111632,48439113808,2016,6252.0,3.26,68408.0,108500.0,4.0,0.8
111649,48439113809,2016,5064.0,5.45,58984.0,93600.0,11.0,2.9
111666,48439113810,2016,4376.0,8.61,61447.0,94000.0,6.0,1.65
111683,48439113811,2016,3573.0,7.99,45704.0,87200.0,21.0,2.57
111700,48439113812,2016,5918.0,2.92,92159.0,207300.0,6.0,1.7
111717,48439113813,2016,4940.0,1.15,119054.0,255800.0,2.0,3.33
111734,48439113814,2016,4239.0,1.43,142546.0,319300.0,1.0,1.67
111751,48439113815,2016,6055.0,2.01,178114.0,418800.0,0.0,0.0
111768,48439113816,2016,5400.0,2.14,134773.0,313200.0,1.0,0.93
111785,48439113906,2016,6273.0,0.57,198413.0,527700.0,1.0,0.53
111802,48439113907,2016,7122.0,2.96,187589.0,550300.0,1.0,0.51
111819,48439113908,2016,5677.0,0.44,209125.0,563000.0,2.0,3.77
111836,48439113909,2016,7106.0,4.47,194861.0,632500.0,0.0,0.0
111853,48439113910,2016,9618.0,1.84,150840.0,373800.0,1.0,0.51
111870,48439113911,2016,8031.0,6.07,59375.0,157900.0,9.0,0.49
111887,48439113912,2016,6150.0,0.55,131869.0,313500.0,2.0,0.84
111904,48439113916,2016,4717.0,12.64,54785.0,115500.0,9.0,1.3
111921,48439113917,2016,6884.0,11.22,73269.0,139700.0,12.0,2.08
111938,48439113918,2016,5561.0,0.52,62159.0,108800.0,20.0,2.42
111955,48439113919,2016,7619.0,4.35,112770.0,166900.0,2.0,1.04
111972,48439113920,2016,5609.0,0.0,98854.0,168700.0,14.0,6.11
111989,48439113921,2016,24856.0,0.51,93105.0,179400.0,27.0,1.19
112006,48439113922,2016,19723.0,3.65,93989.0,174600.0,24.0,1.89
112023,48439113923,2016,3445.0,0.0,62898.0,163200.0,6.0,0.49
112040,48439113924,2016,5186.0,5.38,57833.0,116100.0,17.0,5.07
112057,48439113925,2016,4152.0,6.78,67805.0,109100.0,9.0,3.44
112074,48439113926,2016,15222.0,1.26,84444.0,162700.0,17.0,1.49
112091,48439113927,2016,14068.0,4.54,91062.0,170400.0,12.0,1.17
112108,48439113928,2016,8911.0,0.83,81750.0,150100.0,8.0,1.55
112125,48439113929,2016,9188.0,0.55,101950.0,197300.0,3.0,1.1
112142,48439114003,2016,8848.0,8.32,72790.0,117900.0,8.0,1.97
112159,48439114005,2016,8726.0,6.84,74852.0,125200.0,21.0,3.54
112176,48439114006,2016,6698.0,7.87,64115.0,109000.0,19.0,2.97
112193,48439114007,2016,15329.0,1.69,65048.0,123600.0,38.0,3.55
112210,48439114008,2016,13551.0,3.18,70055.0,135900.0,29.0,3.19
112227,48439114102,2016,7740.0,1.52,106708.0,207800.0,18.0,1.61
112244,48439114103,2016,23196.0,3.56,95145.0,186000.0,27.0,2.57
112261,48439114104,2016,7651.0,0.0,111912.0,315700.0,11.0,2.93
112278,48439114203,2016,4774.0,16.85,47860.0,96600.0,29.0,5.54
112295,48439114204,2016,6345.0,7.74,58447.0,128500.0,15.0,1.76
112312,48439114205,2016,3448.0,17.55,50518.0,120900.0,16.0,4.37
112329,48439114206,2016,4363.0,6.45,91071.0,235300.0,21.0,7.78
112346,48439114207,2016,6372.0,3.37,73656.0,144500.0,10.0,2.92
112363,48439121601,2016,7655.0,17.37,57042.0,181000.0,37.0,3.97
112380,48439121604,2016,6079.0,21.61,35273.0,125600.0,168.0,11.7
112397,48439121605,2016,2789.0,11.94,53889.0,128300.0,10.0,1.83
112414,48439121606,2016,3495.0,2.85,88929.0,199600.0,4.0,2.19
112431,48439121608,2016,5432.0,5.93,68538.0,137200.0,8.0,2.02
112448,48439121609,2016,5981.0,0.0,105536.0,237300.0,4.0,1.57
112465,48439121610,2016,2302.0,2.37,75000.0,141500.0,7.0,2.56
112482,48439121611,2016,4815.0,8.05,66786.0,134300.0,7.0,1.98
112499,48439121702,2016,2157.0,27.67,28939.0,106400.0,28.0,2.56
112516,48439121703,2016,5341.0,31.35,31636.0,114500.0,56.0,3.83
112533,48439121704,2016,3661.0,17.33,30675.0,81100.0,35.0,4.85
112550,48439121903,2016,6402.0,44.85,26642.0,125100.0,88.0,5.33
112567,48439121904,2016,4460.0,23.89,29441.0,80500.0,36.0,3.65
112584,48439121905,2016,5635.0,53.59,21010.0,120700.0,130.0,5.91
112601,48439121906,2016,4291.0,32.54,34035.0,88000.0,37.0,3.46
112618,48439122001,2016,4586.0,30.31,44063.0,77500.0,18.0,4.02
112635,48439122002,2016,5267.0,30.3,30717.0,78800.0,40.0,4.47
112652,48439122100,2016,6153.0,22.05,34420.0,68200.0,41.0,5.49
112669,48439122200,2016,2072.0,41.06,21103.0,83900.0,24.0,4.41
112686,48439122300,2016,3989.0,22.77,20091.0,49400.0,32.0,2.37
112703,48439122400,2016,5729.0,22.15,24556.0,116500.0,27.0,1.47
112720,48439122500,2016,3902.0,3.66,51633.0,128400.0,11.0,1.47
112737,48439122600,2016,3905.0,18.72,58125.0,147900.0,26.0,4.34
112754,48439122700,2016,4685.0,23.14,37449.0,117600.0,60.0,4.23
112771,48439122801,2016,3880.0,39.25,29125.0,100000.0,119.0,9.9
112788,48439122802,2016,4884.0,18.58,40304.0,95700.0,48.0,6.34
112805,48439122900,2016,7857.0,23.81,40459.0,73300.0,46.0,4.69
112822,48439123000,2016,5756.0,13.69,47361.0,367300.0,146.0,6.49
112839,48439123100,2016,2730.0,53.59,17500.0,57000.0,28.0,5.1
112856,48439123200,2016,2572.0,26.55,57292.0,65000.0,9.0,1.23
112873,48439123300,2016,4508.0,0.0,58398.0,218900.0,11.0,0.65
112890,48439123400,2016,2208.0,23.0,22961.0,217900.0,13.0,1.72
112907,48439123500,2016,2796.0,36.22,25365.0,47500.0,25.0,6.25
112924,48439123600,2016,2724.0,34.2,23533.0,76100.0,31.0,3.44
112958,48441010100,2016,6543.0,11.8,33225.0,113800.0,20.0,1.37
112975,48441010200,2016,2583.0,23.98,29545.0,41400.0,10.0,2.12
112992,48441010300,2016,2323.0,27.0,27153.0,58500.0,18.0,3.93
113009,48441010400,2016,1955.0,26.08,27163.0,38800.0,9.0,3.75
113026,48441010500,2016,3249.0,22.18,37358.0,73100.0,46.0,8.44
113043,48441010600,2016,4004.0,6.93,53561.0,92400.0,13.0,4.5
113060,48441010700,2016,3769.0,19.74,33068.0,44600.0,23.0,4.95
113077,48441010800,2016,1681.0,31.16,22076.0,49000.0,18.0,5.41
113094,48441010900,2016,6068.0,20.21,35110.0,105900.0,46.0,2.47
113111,48441011000,2016,1258.0,31.85,34821.0,66300.0,7.0,1.85
113128,48441011200,2016,2982.0,20.73,34419.0,55600.0,26.0,5.01
113145,48441011300,2016,3621.0,20.86,33689.0,82400.0,53.0,7.7
113162,48441011400,2016,4516.0,9.79,44802.0,86300.0,59.0,9.5
113179,48441011500,2016,2913.0,7.2,43299.0,88900.0,12.0,3.17
113196,48441011600,2016,2626.0,10.22,44775.0,84200.0,16.0,4.12
113213,48441011700,2016,1965.0,17.59,26250.0,56100.0,41.0,7.3
113230,48441011900,2016,2304.0,23.49,27554.0,43000.0,22.0,5.7
113247,48441012000,2016,1938.0,4.75,107868.0,226900.0,1.0,2.08
113281,48441012200,2016,2433.0,9.26,39333.0,64700.0,11.0,3.41
113298,48441012300,2016,4116.0,9.8,41063.0,71300.0,42.0,5.29
113315,48441012400,2016,2402.0,10.41,45625.0,91800.0,12.0,3.65
113332,48441012500,2016,3206.0,8.38,56833.0,120500.0,7.0,1.55
113349,48441012600,2016,3056.0,5.61,69375.0,163900.0,2.0,0.8
113366,48441012700,2016,7600.0,3.87,68780.0,157000.0,9.0,1.77
113383,48441012801,2016,3564.0,18.69,46143.0,145000.0,19.0,1.08
113400,48441012802,2016,4173.0,15.52,36727.0,71400.0,56.0,3.32
113451,48441013100,2016,6580.0,24.13,31432.0,36900.0,70.0,4.86
113468,48441013200,2016,1798.0,9.67,41830.0,54300.0,5.0,2.08
113485,48441013300,2016,3301.0,3.39,55917.0,113600.0,9.0,1.91
113502,48441013401,2016,3728.0,3.41,39300.0,102000.0,33.0,3.76
113519,48441013402,2016,6670.0,6.61,74411.0,167400.0,8.0,1.07
113536,48441013404,2016,8650.0,8.3,69742.0,164700.0,7.0,1.46
113553,48441013500,2016,7810.0,2.25,75109.0,161700.0,1.0,0.26
113570,48441013600,2016,5172.0,12.68,48235.0,73100.0,1.0,0.18
113604,48443950100,2016,921.0,17.05,31111.0,64200.0,0.0,0.0
113621,48445950100,2016,2560.0,14.36,52829.0,63000.0,0.0,0.0
113638,48445950300,2016,2846.0,22.33,33826.0,20300.0,0.0,0.0
113655,48445950400,2016,7281.0,9.47,36929.0,75900.0,1.0,0.1
113672,48447950300,2016,1545.0,7.93,41042.0,64400.0,0.0,0.0
113689,48449950100,2016,2127.0,15.3,43244.0,68600.0,5.0,2.73
113706,48449950200,2016,2599.0,14.39,48631.0,108500.0,3.0,1.24
113723,48449950300,2016,8608.0,22.77,50660.0,133800.0,6.0,0.74
113740,48449950400,2016,5725.0,10.11,53250.0,101400.0,5.0,1.07
113757,48449950500,2016,2596.0,13.53,39000.0,91900.0,4.0,1.29
113774,48449950600,2016,4629.0,27.52,32646.0,66200.0,10.0,1.23
113791,48449950700,2016,1389.0,31.05,29323.0,79200.0,0.0,0.0
113808,48449950800,2016,4880.0,13.82,48043.0,97700.0,7.0,1.15
114250,48453000101,2016,4061.0,0.47,86464.0,384300.0,1.0,0.11
114267,48453000102,2016,2556.0,2.06,132763.0,673700.0,0.0,0.0
114301,48453000204,2016,3092.0,4.59,53448.0,443800.0,2.0,0.18
114318,48453000205,2016,4154.0,1.8,56138.0,332100.0,18.0,0.97
114335,48453000206,2016,3251.0,2.74,70625.0,419500.0,0.0,0.0
114352,48453000302,2016,5111.0,11.45,43841.0,402000.0,9.0,0.38
114369,48453000304,2016,3359.0,21.83,48653.0,371800.0,6.0,0.5
114386,48453000305,2016,3272.0,3.42,43125.0,301000.0,6.0,0.41
114403,48453000306,2016,3603.0,15.02,61791.0,422400.0,10.0,0.86
114420,48453000307,2016,2009.0,15.28,65278.0,362500.0,2.0,0.47
114437,48453000401,2016,3515.0,9.68,56935.0,297000.0,1.0,0.06
114454,48453000402,2016,3271.0,17.09,46723.0,247300.0,3.0,0.28
114471,48453000500,2016,4894.0,12.16,38147.0,470100.0,3.0,0.13
114505,48453000603,2016,7672.0,73.48,8007.0,215200.0,17.0,0.51
114522,48453000604,2016,6839.0,73.5,7741.0,241300.0,7.0,0.29
114539,48453000700,2016,1076.0,7.19,51154.0,390300.0,3.0,0.53
114556,48453000801,2016,1638.0,15.91,47500.0,207300.0,6.0,2.03
114573,48453000802,2016,3494.0,53.87,27326.0,214300.0,1.0,0.13
114590,48453000803,2016,2333.0,4.51,60375.0,291000.0,1.0,0.16
114607,48453000804,2016,2300.0,37.82,29315.0,247600.0,1.0,0.16
114624,48453000901,2016,2165.0,15.66,60125.0,206100.0,1.0,0.13
114641,48453000902,2016,5031.0,18.87,38042.0,211700.0,24.0,2.05
114658,48453001000,2016,3687.0,15.11,41823.0,329600.0,5.0,0.55
114675,48453001100,2016,5331.0,0.0,128827.0,432400.0,17.0,0.67
114692,48453001200,2016,4907.0,5.99,64833.0,497400.0,12.0,0.54
114709,48453001303,2016,3289.0,1.52,76552.0,472700.0,12.0,0.92
114726,48453001304,2016,3769.0,3.83,72126.0,421000.0,6.0,0.47
114743,48453001305,2016,5769.0,16.04,60959.0,386700.0,16.0,0.85
114760,48453001307,2016,3719.0,20.41,43441.0,325300.0,6.0,0.41
114777,48453001308,2016,2779.0,11.11,47336.0,295200.0,11.0,1.0
114794,48453001401,2016,3282.0,2.27,71354.0,468100.0,1.0,0.08
114811,48453001402,2016,2830.0,2.27,59844.0,410300.0,1.0,0.12
114828,48453001403,2016,1582.0,10.58,39375.0,260300.0,4.0,0.69
114845,48453001501,2016,5266.0,0.0,87957.0,364000.0,8.0,1.13
114862,48453001503,2016,3987.0,6.64,52379.0,240800.0,7.0,0.57
114879,48453001504,2016,5024.0,6.59,72500.0,290800.0,6.0,0.59
114896,48453001505,2016,4246.0,3.18,55274.0,309700.0,5.0,0.41
114913,48453001602,2016,3376.0,3.46,57589.0,582600.0,3.0,0.22
114930,48453001603,2016,4821.0,0.0,126653.0,713300.0,2.0,0.43
114947,48453001604,2016,4181.0,3.08,142188.0,812000.0,0.0,0.0
114964,48453001605,2016,3733.0,1.64,95972.0,710800.0,2.0,0.17
114998,48453001705,2016,4630.0,0.0,91161.0,484300.0,2.0,0.23
115015,48453001706,2016,3656.0,3.73,78750.0,384300.0,3.0,0.4
115032,48453001707,2016,4623.0,2.56,67167.0,324400.0,5.0,0.42
115049,48453001712,2016,4740.0,9.87,50521.0,248500.0,18.0,1.51
115066,48453001713,2016,4489.0,11.42,57188.0,200600.0,20.0,2.45
115083,48453001714,2016,13871.0,4.42,72120.0,365600.0,3.0,0.08
115100,48453001716,2016,5282.0,1.93,77451.0,437000.0,9.0,0.65
115117,48453001718,2016,5812.0,1.92,80481.0,442300.0,10.0,0.65
115134,48453001719,2016,4052.0,1.91,142543.0,529800.0,2.0,1.48
115151,48453001722,2016,3488.0,0.0,47669.0,375500.0,7.0,0.31
115168,48453001728,2016,7242.0,2.78,71593.0,194800.0,7.0,0.56
115185,48453001729,2016,4728.0,3.97,72213.0,179100.0,15.0,1.31
115202,48453001733,2016,3787.0,3.03,112663.0,351700.0,2.0,1.05
115219,48453001737,2016,10736.0,3.26,111027.0,299800.0,7.0,0.64
115236,48453001738,2016,6943.0,3.02,90423.0,267300.0,3.0,0.56
115253,48453001740,2016,4785.0,3.79,83970.0,279500.0,2.0,0.26
115270,48453001741,2016,3285.0,4.64,100396.0,356600.0,10.0,2.65
115287,48453001742,2016,6806.0,9.4,67327.0,293100.0,5.0,0.77
115304,48453001745,2016,2319.0,5.26,92125.0,276200.0,6.0,1.63
